Domain	Phylum	Class	Order	Family	Genus	Segments(Nodes)	Links(Edges)	No. genomes	Ref
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	CADEEN01	2137	2267	4	GCA_011390055.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	UBA2767	197982	264001	6	GCA_021775555.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CADEFQ01	14258	18990	5	GCA_019187495.1
Bacteria	Bacillota	Bacilli	RFN20	CAG-449	UBA3210	38	0	5	GCA_015059095.1
Bacteria	Pseudomonadota	Gammaproteobacteria	UBA6186	UBA6186	CADEGZ01	296	0	3	GCA_902827015.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA3263	261	0	7	GCA_011959405.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Caenibius	1	0	3	GCF_003860345.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	UBA3792	53314	71209	18	GCA_017554455.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Caenispirillum	78902	105529	3	GCF_900230255.1
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	UBA3961	65	0	3	GCA_016721085.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1000	116423	155425	31	GCA_000434555.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	UBA5026	39	0	3	GCA_002416285.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031	483	0	3	GCA_900752535.1
Bacteria	Fibrobacterota	Fibrobacteria	UBA5070	UBA5070	UBA5070	13	0	4	GCA_020633825.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	904	845	16	GCA_902803575.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA5429	44	0	3	GCA_002427605.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	8917	11532	47	GCA_022508945.1
Bacteria	Bacillota	Bacilli	Izemoplasmatales	UBA5603	UBA5603	28	0	3	GCA_002424815.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1193	523	686	7	GCA_934130375.1
Bacteria	Desulfobacterota_G	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	UBA5609	187353	250714	5	GCA_017992765.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	42627	56884	35	GCA_900555665.1
Bacteria	Bacteroidota	Bacteroidia	NS11-12g	UKL13-3	UBA6183	441	0	4	GCA_004293295.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	2503	3218	52	GCA_905235625.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6382	22977	30467	21	GCA_017960825.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	DTU072	CAG-1782	122	0	14	GCA_017476265.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	UBA6448	61	0	14	GCA_012799635.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-194	72575	96723	8	GCA_017465095.1
Bacteria	Pseudomonadota	Gammaproteobacteria	UBA6522	UBA6522	UBA6522	404	453	3	GCA_002718345.1
Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-238	5247	6768	15	GCA_016302545.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	UBA644	19	0	18	GCA_902373415.1
Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-245	27485	36835	17	GCA_934154805.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA6987	2142	2593	16	GCA_902797385.1
Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAG-267	1242	1636	22	GCA_015062535.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	3838	5052	27	GCA_014800795.1
Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	145529	195885	191	GCA_944393385.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	169542	228263	14	GCA_004213025.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-272	46	0	12	GCA_015064295.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	10909	13937	60	GCA_001438145.1
Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-273	613	705	58	GCA_944389655.1
Bacteria	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	UBA9732	116054	154756	13	GCA_017470995.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-302	2639	3432	17	GCA_934162325.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-382	UMGS1052	72	0	6	GCA_944375955.1
Bacteria	Bacillota	Bacilli	Acholeplasmatales	Anaeroplasmataceae	CAG-307	220	0	3	GCA_900547045.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1264	1484	1345	4	GCA_900550095.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	CAG-349	54	0	3	GCA_934254835.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1484	333532	449422	9	GCA_905193225.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1491	525	378	22	GCA_900757335.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	UBA1997	CALXSC01	29	0	6	GCA_934747265.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1601	219928	293604	4	GCA_021205185.1
Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAMCHB01	219	0	3	GCA_945874585.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1623	2493	3292	3	GCA_934647945.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAMDGX01	36085	48092	4	GCA_945897825.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UMGS2037	55240	73431	4	GCA_934371505.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	CAMDPA01	647	93	3	GCA_945903565.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	UMGS2069	597	560	5	GCA_900557585.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Camelimonas	1074	1406	3	GCF_014640075.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	UMGS775	233	0	6	GCA_944372565.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	2342	2936	57	GCA_905371695.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-382	UMGS882	118	0	9	GCA_003343885.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	154590	206490	20	GCF_013372225.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Undibacterium	1106062	1488801	35	GCF_003201815.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	379344	513473	48	GCF_005406215.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Urechidicola	115	0	10	GCA_021647835.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_E	1	0	3	GCF_022369455.1
Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Urinicoccus	107233	143031	3	GCF_900120405.1
Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	36	0	4	GCA_020722505.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Vannielia	195485	259248	5	GCF_024105635.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Campylobacter	160	0	145	GCA_002317305.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus_D	491	614	4	GCF_017829975.1
Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	Caldisphaera	84826	113261	6	GCF_000317795.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	3	0	24	GCF_014397115.1
Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	52595	69504	4	GCA_024278715.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	Ventricola	30269	40203	39	GCA_017521565.1
Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermocladiaceae	Caldivirga	162295	216790	4	GCF_000018305.1
Bacteria	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Virgibacillus_H	7298	9695	3	GCF_021560035.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Caldovatus	254915	341351	3	GCF_014644455.1
Bacteria	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Virgibacillus	8155	10544	26	GCF_900129865.1
Bacteria	Bacillota_A	Clostridia	Clostridiales	Caloramatoraceae	Caloramator	18414	24738	6	GCF_001440545.1
Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Viridibacillus	319476	428263	3	GCF_001955655.1
Bacteria	Bacillota_A	Clostridia	Tissierellales	Thermohalobacteraceae	Caloranaerobacter	7607	9950	3	GCF_900129995.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	TH1-2	Vitreimonas	456279	608861	32	GCA_022841905.1
Bacteria	Bacillota	Bacilli	Acholeplasmatales	Anaeroplasmataceae	CALUXS01	1211	1553	6	GCA_944324795.1
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_C	Weizmannia	375	336	5	GCF_008974185.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Candidimonas_A	51890	69181	5	GCF_002849655.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	4258	5711	5	GCF_900130035.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	14888	19939	18	GCF_000174755.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	6474	10203	58	GCF_003386165.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CALXEN01	187385	250739	3	GCA_944386495.1
Bacteria	Pseudomonadota	Gammaproteobacteria	XN24	XN24	XN24	110259	147285	3	GCF_011089885.1
Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	UBA2268	XYC2-FULL-35-21	132	0	4	GCA_016219595.1
Bacteria	Bacillota_A	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	1169398	1607835	11	GCF_000955725.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Caproicibacter	83	0	29	GCA_002409675.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Zwartia	7078	9140	18	GCA_945868195.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	Caccopulliclostridium	92	0	7	GCA_944361835.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-353	252950	338293	19	GCA_934486875.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-390	10098	13073	19	GCA_902803255.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-411	304	0	7	GCA_017399885.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-417	4984	6573	5	GCA_017941235.1
Bacteria	Bacillota	Bacilli	RFN20	CAG-449	CAG-449	1855	2284	3	GCA_000432895.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	150241	200478	17	GCA_902363825.1
Bacteria	Bacillota_A	Clostridia	TANB77	CAG-465	CAG-465	53	0	25	GCA_944388575.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	CAG-475	181	0	25	GCA_900769205.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	34	0	109	GCA_905214715.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	8451	11243	25	GCA_017522225.1
Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-492	7025	9557	22	GCA_017470645.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	42	2	12	GCA_900551115.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-533	95810	127096	20	GCA_934090735.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-557	4464	5845	6	GCA_000435275.1
Bacteria	Bacillota	Bacilli	RFN20	CAG-288	CAG-568	61	0	4	GCA_944372245.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-603	285186	383970	13	GCA_910578175.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-605	34292	45521	16	GCA_934101745.1
Bacteria	Bacillota	Bacilli	ML615J-28	CAG-698	CAG-698	41	0	3	GCA_000431235.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791	87	0	52	GCA_000431495.1
Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-793	39	0	22	GCA_934130085.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-841	240	0	9	GCA_902791785.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	14876	19791	76	GCA_900548975.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-877	1485	1972	12	GCA_934168205.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-884	2086	2718	5	GCA_000433875.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	145735	194476	41	GCA_002490775.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-964	83084	110851	7	GCA_000435335.1
Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-977	CAG-977	168	0	4	GCA_900553035.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	CAHJWT01	280	0	4	GCA_903642255.1
Bacteria	CAIJMQ01	CAIJMQ01	CAIJMQ01	CAIJMQ01	CAIJMQ01	56699	75759	3	GCA_018812925.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	CAIJNA01	5401	6909	4	GCA_020719775.1
Bacteria	Bacteroidota	Bacteroidia	CAIKAF01	CAIKAF01	CAIKAF01	49714	66253	4	GCA_903837495.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Ga0077536	Ga0077536	CAIKBL01	189	0	5	GCA_016874535.1
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	CAIKLP01	CAIKLP01	81799	109688	4	GCA_024645045.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CAIKMS01	34	0	3	GCA_903828595.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	CAIKUF01	78951	105859	4	GCA_023954175.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	CAIKVZ01	173318	233165	5	GCA_903838565.1
Bacteria	Bacteroidota	Bacteroidia	AKYH767	UBA4408	CAIKXD01	4843	6286	4	GCA_945872355.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	CAIKXV01	CAIKXV01	353010	472655	6	GCA_021298815.1
Bacteria	Bacteroidota	Ignavibacteria	SJA-28	B-1AR	CAIKZJ01	5990	7366	4	GCA_903831845.1
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	CAILAF01	40080	53353	7	GCA_903904335.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAILRJ01	6566	8336	5	GCA_014376645.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	UBA1997	CAILUF01	24	0	4	GCA_014190355.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	CAILUG01	495	0	6	GCA_903844415.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	CAIMFV01	279	0	6	GCA_903858685.1
Bacteria	Bdellovibrionota	UBA1018	UBA1018	CAIMNF01	CAIMNF01	785	596	7	GCA_903845155.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	CAIMXF01	707409	958705	5	GCA_023231945.1
Bacteria	Bacteroidota	Bacteroidia	AKYH767-A	OLB10	CAINEC01	203	0	3	GCA_903847585.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CG2-30-32-10	CAINEZ01	931	0	3	GCA_013334735.1
Bacteria	Bacteroidota	Bacteroidia	NS11-12g	CAINMV01	CAINMV01	111	0	3	GCA_903897855.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	CAINVV01	1719	1894	8	GCA_903854235.1
Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	CAIOGM01	CAIOGM01	216	49	4	GCA_903857795.1
Bacteria	Bipolaricaulota	Bipolaricaulia	UBA7950	UBA9294	CAIOGO01	124	0	4	GCA_903839615.1
Bacteria	Bdellovibrionota	UBA1018	UBA1018	UBA1018	CAIOHW01	128	0	3	GCA_945860415.1
Bacteria	Pseudomonadota	Alphaproteobacteria	CACIAM-22H2	CACIAM-22H2	CAIOSQ01	1227	1474	3	GCA_016793165.1
Bacteria	Firestonebacteria	D2-FULL-39-29	D2-FULL-39-29	CAIOVX01	CAIOVX01	151314	202157	4	GCA_903916325.1
Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	Pseudopelobacteraceae	CAIPTY01	221	0	5	GCA_021779135.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAIQQQ01	788	0	5	GCA_903932545.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIRDP01	1725	2176	5	GCA_903837605.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	CAISIP01	3970	5020	6	GCA_945861785.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	CAITJF01	13625	17831	3	GCA_903892645.1
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	CAITKP01	107	0	4	GCA_903892995.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	CAITNM01	CAITNM01	33281	44435	7	GCA_020726185.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	CAITSH01	8163	10254	3	GCA_945906975.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	CAIUKX01	190	0	5	GCA_945888595.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	CAIULA01	CAIULA01	4203	5543	3	GCA_903899945.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	CAIUPE01	14196	18305	6	GCA_009920595.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIVAT01	455	326	12	GCA_903926565.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Ferrovaceae	CAIVHB01	13068	17194	4	GCA_903905585.1
Bacteria	Pseudomonadota	Alphaproteobacteria	CAIVPW01	CAIVPW01	CAIVPW01	4236	5444	4	GCA_016869235.1
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	CAIWHF01	48712	64925	3	GCA_903912405.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Casimicrobiaceae	CAIWHR01	4449	5280	3	GCA_010365205.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAIWKO01	CAIWKO01	92970	123387	6	GCA_903858655.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAIXEA01	3234	4091	5	GCA_903895595.1
Bacteria	Pseudomonadota	Alphaproteobacteria	UBA9219	UBA9219	CAIXLI01	35	0	3	GCA_009779745.1
Bacteria	Eisenbacteria	RBG-16-71-46	RBG-16-71-46	RBG-16-71-46	CAIXRL01	177841	238545	5	GCA_016215625.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CAIYLH01	139	0	4	GCA_903927005.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-39	CAIYPG01	670	0	4	GCA_016867955.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	CAIYPH01	4909	6039	4	GCA_903845065.1
Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	RGVZ01	CAIYRB01	212	0	4	GCA_903928445.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	CAIYRG01	107	0	3	GCA_903862715.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	CAIYYX01	21832	28940	5	GCA_903904605.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	UA16	CAIZGX01	76167	101417	5	GCA_945878835.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	CAIZPE01	5001	6575	4	GCA_903934295.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	CAJBPB01	3409	4029	3	GCA_903957365.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAJFPI01	2160	2647	11	GCA_904420435.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAJFUH01	5000	6578	3	GCA_022799115.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	CAJJDF01	CAJJDF01	138	0	5	GCA_020630395.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAJLIR01	45	0	4	GCA_022795155.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAJMSU01	50	0	4	GCA_017510225.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAJOJO01	1793	2254	8	GCA_017476705.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAJUPY01	37	0	6	GCA_900768685.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Salibacteraceae	CAJXZP01	348	0	3	GCA_913057875.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	CAKOLN01	32481	43947	3	GCA_934096405.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAKSJY01	28	0	3	GCA_934464585.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAKSQF01	12726	16788	5	GCA_017463445.1
Bacteria	Bacillota_A	Clostridia	UBA1381	UBA1381	CAKSQL01	1227	1375	3	GCA_934463455.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	CAKVNM01	5	0	3	GCA_934777505.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	CAKVOD01	85	0	5	GCA_944331845.1
Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Caldarchaeaceae	Caldarchaeum	44742	59553	4	GCA_025058435.1
Bacteria	Bacillota_A	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	33131	44182	5	GCF_016908415.1
Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	38	0	35	GCA_934248075.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_B	194147	263700	22	GCF_020731085.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_D	55146	74383	34	GCF_004803505.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_F	8561	11118	8	GCF_012952295.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter	2288744	3340882	197	GCF_014639275.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_G	608373	822036	4	GCF_001766675.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Arthrobacter_K	1522987	2128465	8	GCF_000517125.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Asanoa	345559	460687	5	GCF_016862555.1
Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	9	0	9	GCA_019428815.1
Bacteria	Thermotogota	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Athalassotoga	322399	430043	4	GCF_009936215.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	3	0	3	GCA_900105895.1
Bacteria	Atribacterota	Atribacteria	Atribacterales	Atribacteraceae	Atribacter	114040	151702	6	GCA_012517635.1
Bacteria	Actinomycetota	Actinomycetia	Nanopelagicales	UBA5976	ATZT02	21760	28908	6	GCA_945861165.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Aulosira	108779	145162	13	GCF_014697075.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Aurantimicrobium	476165	641255	3	GCF_002355535.1
Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Aureliella	820	0	13	GCA_024743355.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Dermatophilaceae	Austwickia	795	1067	5	GCA_016699675.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Avidesulfovibrio	194	0	3	GCA_017613475.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Avigastranaerophilus	75	0	24	GCA_017467305.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	AWTP1-35	400993	538905	6	GCF_020715685.1
Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11858	B10-G9	204	0	7	GCA_018335275.1
Bacteria	Desulfobacterota	DSM-4660	Desulfatiglandales	Desulfatiglandaceae	B111-G9	2287	2952	3	GCA_019307815.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	ETH-SRB1	B13-G4	58119	77445	5	GCA_014237365.1
Archaea	Nanohaloarchaeota	Nanosalinia	Nanosalinales	Nanosalinaceae	B1-Br10-U2g21	24	0	3	GCA_001563915.1
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosalsimonadaceae	B1SED10-16	8539	11208	8	GCA_011389515.1
Bacteria	Bacillota_D	Dethiobacteria	DTU022	DTU022	B1SED10-74M	290	0	12	GCA_003552365.1
Bacteria	Desulfobacterota	DSM-4660	Desulfatiglandales	B25-G16	B33-G16	61453	81487	11	GCA_019308645.1
